60,48699,16845,0,18.01,50.06,15.97,5.39,33901.91,892
120,48695,16849,0,18.03,50.11,16.1,5.39,33904.32,891
180,48693,16850,0,18.05,50.16,16.23,5.39,33907.67,888
240,48698,16853,0,18.06,50.22,16.1,5.39,33905.7,887
300,48695,16855,0,18.07,50.26,15.97,5.39,33915.57,886
360,48698,16857,0,18.09,50.32,16.08,5.39,33922.27,883
420,48703,16852,0,18.1,50.35,16.21,5.39,33924.13,882
480,48701,16851,0,18.11,50.4,16.35,5.39,33932.61,881
540,48704,16848,0,18.12,50.44,16.2,5.39,33935.49,880
600,48700,16844,0,18.14,50.5,16.34,5.39,33929.21,879
660,48699,16839,0,18.15,50.55,16.48,5.39,33921.72,878
720,48698,16843,0,18.16,50.59,16.61,5.39,33919.76,877
780,48695,16841,0,18.17,50.64,16.47,5.39,33926.13,876
840,48692,16838,0,18.19,50.69,16.35,5.39,33935.71,875
900,48689,16842,0,18.21,50.75,16.47,5.39,33943.72,874
960,48686,16843,0,18.23,50.81,16.59,5.39,33946.65,873
1020,48682,16839,0,18.25,50.86,16.49,5.39,33938.49,872
1080,48683,16838,1,17.43,48.34,16.62,5.39,33933.21,871
1140,48685,16833,1,17.61,48.27,16.49,5.39,33928.55,870
1200,48682,16838,1,16.82,45.57,16.36,5.39,33920.43,869
1260,48680,16840,1,16.97,45.44,16.47,5.39,33914.06,868
1320,48681,16842,1,17.12,45.29,16.34,5.39,33923.94,867
1380,48679,16841,1,17.25,45.22,16.45,5.39,33926.67,866
1440,48683,16846,1,17.41,45.1,16.35,5.39,33930.49,865
1500,48678,16849,1,17.54,45.27,16.23,5.39,33924.2,864
1560,48683,16851,1,17.7,45.2,16.09,5.39,33917.83,863
1620,48687,16856,1,17.91,45.15,16.23,5.39,33921.68,862
1680,48692,16855,1,18.11,45.06,16.1,5.39,33917.92,862
1740,48695,16850,0,18.12,45.1,15.98,5.39,33916.65,861
1800,48699,16849,0,18.14,45.13,16.09,5.39,33915.63,860
1860,48700,16854,0,18.15,45.17,16.21,5.39,33922.43,859
1920,48699,16850,0,18.17,45.23,16.34,5.39,33920.86,858
1980,48697,16849,0,18.19,45.27,16.47,5.39,33913.99,857
2040,48693,16844,0,18.21,45.32,16.58,5.39,33916.76,856
2100,48694,16842,0,18.22,45.36,16.43,5.39,33924.34,855
2160,48692,16847,0,18.24,45.41,16.56,5.39,33916.81,854
2220,48691,16849,0,18.26,45.46,16.7,5.39,33907.9,853
2280,48689,16852,0,18.28,45.49,16.59,5.39,33898.05,852
2340,48691,16850,0,18.3,45.52,16.71,5.39,33896.48,851
2400,48686,16847,0,18.32,45.55,16.59,5.39,33903.1,850
2460,48684,16851,0,18.33,45.61,16.49,5.39,33908.3,849
2520,48682,16847,0,18.35,45.64,16.35,5.39,33901.39,848
2580,48685,16844,0,18.37,45.68,16.21,5.39,33899.38,847
2640,48682,16848,0,18.38,45.74,16.34,5.39,33907.7,846
2700,48685,16851,0,18.4,45.77,16.23,5.39,33904.84,845
2760,48690,16852,0,18.41,45.82,16.35,5.39,33906.33,844
2820,48695,16855,0,19.16,47.49,16.48,5.39,33904.56,843
2880,48690,16852,0,19.18,47.53,16.6,5.39,33912.47,844
2940,48685,16847,0,19.19,47.57,16.72,5.39,33913.61,843
3000,48684,16842,0,19.2,47.61,16.83,5.39,33919.79,842
3060,48689,16847,0,19.22,47.65,16.93,5.39,33916.44,841
3120,48692,16842,0,19.24,47.71,16.8,5.39,33920.56,840
3180,48690,16841,0,18.52,45.67,16.65,5.39,33918.49,839
3240,48687,16836,0,18.53,45.71,16.78,5.39,33924.33,838
3300,48690,16837,0,18.55,45.77,16.9,5.39,33920.6,837
3360,48695,16836,0,18.57,45.83,16.76,5.39,33913.25,836
3420,48700,16839,0,18.58,45.87,16.9,5.39,33903.72,835
3480,48701,16841,0,18.59,45.93,17.02,5.39,33911.98,834
3540,48705,16844,0,18.6,45.99,16.87,5.39,33917.75,833
3600,48702,16846,0,18.61,46.04,16.98,5.39,33922.34,832
3660,48698,16841,0,18.62,46.07,16.86,5.39,33918.13,831
3720,48696,16836,0,18.63,46.13,16.75,5.39,33914.8,830
3780,48701,16835,0,18.65,46.18,16.64,5.39,33905.79,829
3840,48697,16838,0,18.67,46.21,16.77,5.39,33914.71,828
3900,48698,16840,0,18.69,46.25,16.9,5.39,33916.76,827
3960,48701,16838,1,17.94,44.02,16.75,5.39,33912.52,826
4020,48698,16841,1,18.07,44.36,16.65,5.39,33909.62,827
4080,48701,16838,1,17.31,42.1,16.53,5.39,33905.51,828
4140,48697,16836,1,17.37,42.52,16.65,5.39,33900.2,829
4200,48700,16831,0,18.26,45.3,16.51,5.39,33901.74,829
4260,48704,16829,0,18.28,45.33,16.36,5.39,33903.28,828
4320,48705,16827,0,18.3,45.38,16.23,5.39,33910.81,827
4380,48701,16826,0,18.31,45.42,16.34,5.39,33906.6,826
4440,48703,16825,0,18.32,45.47,16.2,5.39,33902.96,825
4500,48705,16822,0,19.02,47.09,16.08,5.39,33910.03,824
4560,48704,16827,0,19.03,47.13,16.2,5.39,33914.96,823
4620,48702,16822,0,19.05,47.16,16.07,5.39,33921.66,822
4680,48698,16819,0,19.06,47.21,15.96,5.39,33931.32,821
4740,48701,16820,0,19.07,47.26,16.06,5.39,33921.76,820
4800,48697,16817,0,19.08,47.29,15.94,5.39,33925.32,819
4860,48692,16820,0,19.1,47.34,16.06,5.39,33923.03,818
4920,48696,16818,0,19.11,47.38,16.2,5.39,33925.54,817
4980,48697,16816,0,19.12,47.42,16.34,5.39,33922.66,816
5040,48695,16813,0,19.13,47.46,16.45,5.39,33924.7,815
5100,48700,16814,0,19.15,47.52,16.31,5.39,33926.27,814
5160,48696,16812,0,19.16,47.57,16.18,5.39,33916.38,813
5220,48698,16814,0,19.18,47.61,16.06,5.39,33913.84,812
5280,48700,16813,0,19.2,47.65,16.19,5.39,33903.86,811
5340,48698,16818,0,19.21,47.7,16.33,5.39,33897.6,810
5400,48695,16816,0,19.23,47.74,16.47,5.39,33905.06,807
5460,48699,16817,0,19.24,47.79,16.34,5.39,33897.05,806
5520,48698,16818,0,19.25,47.83,16.46,5.39,33895.89,805
5580,48696,16814,0,19.27,47.87,16.33,5.39,33894.27,804
5640,48699,16812,0,19.29,47.93,16.44,5.39,33898.37,803
5700,48703,16815,0,19.31,47.98,16.31,5.39,33904.74,802
5760,48705,16818,0,19.32,48.03,16.42,5.39,33907.0,801
5820,48706,16813,0,19.33,48.08,16.3,5.39,33915.15,800
5880,48705,16808,0,18.63,46.56,16.16,5.39,33910.33,799
5940,48710,16807,0,18.64,46.61,16.3,5.39,33919.22,798
6000,48713,16811,0,18.1,45.03,16.17,5.39,33921.8,797
6060,48716,16812,0,18.11,45.09,16.03,5.39,33919.3,796
6120,48715,16814,0,18.13,45.12,16.16,5.39,33915.88,795
6180,48720,16815,0,18.15,45.18,16.02,5.39,33919.75,794
6240,48718,16819,0,18.17,45.22,15.91,5.39,33922.08,793
6300,48713,16822,0,18.18,45.26,16.04,5.39,33917.02,792
6360,48709,16827,0,18.19,45.29,16.18,5.39,33915.51,791
6420,48707,16826,0,18.21,45.33,16.08,5.39,33911.46,790
6480,48706,16829,0,18.22,45.38,16.22,5.39,33905.97,789
6540,48704,16831,0,18.23,45.44,16.37,5.39,33904.82,788
6600,48701,16832,0,18.25,45.5,16.27,5.39,33903.31,787
6660,48703,16828,0,18.26,45.54,16.38,5.39,33906.81,786
6720,48706,16829,1,17.71,43.46,16.51,5.39,33901.12,786
6780,48704,16826,1,17.75,43.76,16.4,5.39,33891.3,787
6840,48700,16821,1,17.84,44.13,16.28,5.39,33889.16,786
6900,48696,16818,1,17.96,44.64,16.13,5.39,33892.46,785
6960,48701,16817,1,18.05,44.95,16.24,5.39,33886.15,785
7020,48705,16816,0,17.98,45.55,16.12,5.39,33889.91,786
7080,48707,16821,1,18.16,45.49,16.25,5.39,33895.36,787
7140,48705,16826,0,18.18,45.54,16.14,5.39,33904.94,786
7200,48704,16829,0,18.19,45.6,16.04,5.39,33895.95,785
7260,48707,16834,0,18.21,45.63,15.93,5.39,33891.44,782
7320,48705,16835,0,18.23,45.68,16.04,5.39,33894.16,781
7380,48707,16840,0,18.24,45.74,15.93,5.39,33903.6,780
7440,48702,16843,0,18.26,45.8,16.08,5.39,33898.41,779
7500,48701,16845,0,18.27,45.86,16.19,5.39,33892.94,778
7560,48702,16847,0,18.29,45.9,16.29,5.39,33886.45,777
7620,48700,16846,0,18.3,45.96,16.19,5.39,33890.44,776
7680,48697,16851,0,18.31,46.0,16.33,5.39,33888.92,775
7740,48695,16856,1,17.8,43.79,16.18,5.39,33893.16,776
7800,48692,16852,1,17.92,43.98,16.3,5.39,33884.54,777
7860,48693,16853,1,18.04,44.27,16.43,5.39,33890.1,776
7920,48698,16855,0,18.67,46.25,16.57,5.39,33892.24,775
7980,48699,16853,0,18.68,46.31,16.71,5.39,33896.89,774
8040,48697,16858,0,18.7,46.35,16.84,5.39,33905.94,773
8100,48695,16855,0,18.72,46.41,16.73,5.39,33908.38,772
8160,48694,16853,0,18.13,44.29,16.6,5.39,33900.48,771
8220,48689,16848,1,17.61,41.78,16.48,5.39,33892.55,770
8280,48690,16846,1,17.66,42.19,16.37,5.39,33901.62,770
8340,48695,16843,1,17.75,42.58,16.23,5.39,33905.16,771
8400,48697,16846,1,17.86,43.07,16.1,5.39,33895.71,773
8460,48692,16843,1,17.98,43.35,16.2,5.39,33900.54,772
8520,48695,16845,1,17.52,41.17,16.05,5.39,33906.56,773
8580,48698,16850,1,17.6,41.63,15.95,5.39,33897.13,772
8640,48696,16848,1,17.63,41.8,16.07,5.39,33904.25,771
8700,48695,16845,1,17.79,42.12,15.95,5.39,33913.38,772
8760,48696,16842,1,17.87,42.56,16.07,5.39,33918.13,773
8820,48691,16844,1,17.98,42.91,16.21,5.39,33910.67,772
8880,48694,16842,0,17.93,43.51,16.31,5.39,33919.51,771
8940,48693,16844,1,18.08,43.8,16.16,5.39,33928.21,769
9000,48696,16839,0,18.01,44.2,16.28,5.39,33921.11,770
9060,48701,16836,0,17.92,44.75,16.38,5.39,33911.21,770
9120,48702,16838,1,18.01,45.17,16.52,5.39,33919.87,770
9180,48700,16833,0,18.02,45.21,16.66,5.39,33926.17,769
9240,48701,16831,0,18.04,45.26,16.77,5.39,33930.72,768
9300,48702,16828,1,17.28,43.99,16.9,5.39,33921.6,767
9360,48704,16829,1,17.34,44.22,16.76,5.39,33916.71,767
9420,48709,16826,1,17.39,44.58,16.64,5.39,33908.45,767
9480,48707,16831,1,17.48,44.98,16.78,5.39,33899.64,766
9540,48702,16830,1,17.58,45.21,16.93,5.39,33901.78,767
9600,48698,16829,0,18.44,47.85,16.82,5.39,33894.86,766
9660,48694,16830,0,18.46,47.88,16.96,5.39,33901.54,765
