9720,48689,16827,0,18.48,47.92,17.08,5.39,33904.12,764
9780,48694,16829,0,18.49,47.96,16.95,5.39,33895.89,763
9840,48691,16826,0,18.5,48.0,17.05,5.39,33887.73,762
9900,48694,16824,0,18.51,48.05,16.93,5.39,33884.35,761
9960,48696,16823,0,18.53,48.11,16.8,5.39,33887.56,760
10020,48701,16826,0,18.54,48.17,16.91,5.39,33883.53,759
10080,48697,16821,1,17.79,46.43,17.04,5.39,33873.63,758
10140,48701,16826,1,17.98,46.33,16.92,5.39,33875.98,757
10200,48706,16825,1,18.09,46.2,17.06,5.39,33880.93,756
10260,48707,16826,0,18.1,46.26,16.95,5.39,33885.64,755
10320,48704,16824,0,18.11,46.31,17.1,5.39,33876.15,756
10380,48707,16827,0,18.12,46.36,16.98,5.39,33867.87,755
10440,48704,16822,0,18.14,46.42,16.86,5.39,33872.46,754
10500,48709,16825,0,18.15,46.46,16.73,5.39,33870.91,753
10560,48714,16829,1,17.61,45.0,16.61,5.39,33862.83,752
10620,48717,16826,1,17.7,45.26,16.5,5.39,33853.82,751
10680,48716,16831,1,17.88,45.16,16.63,5.39,33851.42,750
10740,48712,16832,1,18.03,45.02,16.76,5.39,33847.55,751
10800,48708,16828,0,18.04,45.05,16.89,5.39,33856.58,750
10860,48706,16833,0,18.06,45.1,17.01,5.39,33858.2,749
10920,48711,16828,0,18.07,45.15,16.88,5.39,33856.38,748
10980,48707,16833,0,18.08,45.19,17.02,5.39,33850.56,747
11040,48706,16832,0,18.1,45.23,16.88,5.39,33847.34,746
11100,48704,16835,0,19.12,47.82,16.99,5.39,33856.71,745
11160,48707,16838,0,19.14,47.86,17.11,5.39,33865.71,744
11220,48706,16834,0,19.16,47.9,16.99,5.39,33859.81,743
11280,48704,16831,0,19.17,47.95,17.09,5.39,33866.56,742
11340,48705,16829,0,19.18,47.99,16.96,5.39,33862.0,741
11400,48703,16828,0,19.2,48.04,17.07,5.39,33867.51,740
11460,48704,16829,0,19.22,48.08,16.93,5.39,33873.76,739
11520,48706,16828,0,19.24,48.13,17.08,5.39,33881.77,738
11580,48711,16824,0,19.26,48.18,16.98,5.39,33887.25,737
11640,48715,16820,0,19.28,48.23,17.11,5.39,33880.92,736
11700,48716,16817,0,19.29,48.28,17.0,5.39,33872.91,735
11760,48718,16819,0,19.31,48.32,17.14,5.39,33862.97,734
11820,48716,16816,0,19.33,48.37,17.04,5.39,33872.42,733
11880,48717,16821,0,19.35,48.42,16.91,5.39,33881.59,732
11940,48721,16824,0,19.36,48.45,17.02,5.39,33891.54,731
12000,48719,16822,0,19.38,48.49,16.92,5.39,33884.0,728
12060,48721,16823,0,19.4,48.53,17.02,5.39,33892.49,727
12120,48726,16826,0,19.41,48.58,16.88,5.39,33900.55,726
12180,48721,16829,0,19.42,48.64,16.99,5.39,33903.87,725
12240,48720,16830,0,19.43,48.67,16.85,5.39,33897.73,724
12300,48724,16835,0,19.44,48.72,16.97,5.39,33891.18,723
12360,48728,16836,0,19.46,48.75,17.07,5.39,33892.96,722
12420,48733,16841,0,19.48,48.8,16.93,5.39,33896.91,721
12480,48735,16844,0,19.49,48.85,16.81,5.39,33892.21,720
12540,48732,16845,0,19.51,48.9,16.93,5.39,33897.44,719
12600,48735,16850,0,19.53,48.94,17.07,5.39,33888.85,718
12660,48730,16853,0,19.55,49.0,16.97,5.39,33894.49,717
12720,48725,16850,0,20.24,51.91,17.11,5.39,33896.55,716
12780,48721,16845,0,20.26,51.96,16.97,5.39,33891.96,715
12840,48722,16843,0,20.27,51.99,16.86,5.39,33894.28,714
12900,48717,16841,0,19.66,50.29,16.74,5.39,33899.52,713
12960,48719,16845,0,19.68,50.35,16.61,5.39,33895.76,713
13020,48720,16849,0,19.69,50.39,16.5,5.39,33890.26,712
13080,48724,16851,0,19.7,50.43,16.62,5.39,33892.95,711
13140,48725,16855,0,19.71,50.48,16.74,5.39,33900.69,710
13200,48723,16854,0,19.72,50.52,16.61,5.39,33909.18,709
13260,48721,16859,0,19.73,50.57,16.76,5.39,33910.8,708
13320,48723,16862,0,19.75,50.62,16.86,5.39,33918.78,707
13380,48725,16860,0,19.76,50.68,16.72,5.39,33920.77,706
13440,48721,16858,0,19.77,50.72,16.87,5.39,33923.89,703
13500,48724,16861,0,19.78,50.76,17.0,5.39,33916.09,702
13560,48723,16865,0,19.8,50.81,17.14,5.39,33924.22,702
13620,48721,16864,0,19.82,50.85,17.02,5.39,33930.82,701
13680,48724,16865,0,19.84,50.89,16.92,5.39,33932.59,700
13740,48723,16866,0,19.85,50.95,17.05,5.39,33935.74,699
13800,48721,16869,0,19.87,51.0,16.94,5.39,33943.29,698
13860,48717,16872,0,19.88,51.05,16.82,5.39,33950.43,697
13920,48718,16876,0,19.9,51.08,16.94,5.39,33948.03,696
13980,48719,16879,0,19.92,51.11,16.84,5.39,33942.41,695
14040,48717,16874,0,19.94,51.16,16.73,5.39,33933.8,694
14100,48721,16869,0,19.95,51.21,16.85,5.39,33936.19,693
14160,48719,16872,0,19.96,51.25,16.73,5.39,33934.95,692
14220,48722,16873,0,19.97,51.29,16.63,5.39,33927.59,691
14280,48725,16872,0,19.99,51.32,16.74,5.39,33918.96,690
14340,48727,16875,0,20.0,51.38,16.6,5.39,33924.92,689
14400,48726,16873,0,20.02,51.42,16.49,5.39,33932.08,688
14460,48729,16872,0,20.03,51.46,16.6,5.39,33926.4,685
14520,48727,16876,0,20.05,51.51,16.46,5.39,33920.94,684
14580,48729,16881,0,19.31,49.82,16.34,5.39,33916.79,683
14640,48732,16880,0,19.33,49.87,16.46,5.39,33914.01,682
14700,48737,16878,0,19.34,49.91,16.35,5.39,33905.74,681
14760,48742,16880,0,19.36,49.96,16.23,5.39,33900.06,680
14820,48737,16882,0,19.37,50.01,16.37,5.39,33901.53,679
14880,48742,16880,0,20.18,51.87,16.47,5.39,33892.76,678
14940,48737,16885,0,20.2,51.9,16.57,5.39,33901.69,677
15000,48734,16880,0,20.21,51.96,16.68,5.39,33894.94,674
15060,48730,16879,0,20.23,52.0,16.79,5.39,33892.44,673
15120,48734,16882,0,20.24,52.05,16.91,5.39,33895.13,672
15180,48730,16887,0,20.25,52.1,16.78,5.39,33900.55,671
15240,48728,16884,0,20.27,52.15,16.65,5.39,33907.75,670
15300,48729,16880,0,20.29,52.21,16.54,5.39,33898.29,669
15360,48734,16875,0,20.3,52.25,16.42,5.39,33891.91,668
15420,48738,16876,0,20.32,52.28,16.57,5.39,33890.59,667
15480,48740,16875,0,19.42,49.93,16.7,5.39,33886.99,666
15540,48745,16876,0,19.43,49.96,16.82,5.39,33891.01,665
15600,48748,16875,0,19.44,50.01,16.95,5.39,33884.43,664
15660,48753,16878,0,19.45,50.04,16.83,5.39,33876.74,663
15720,48754,16883,0,19.47,50.08,16.71,5.39,33871.35,662
15780,48758,16882,0,18.48,47.82,16.83,5.39,33875.11,661
15840,48753,16883,0,18.49,47.86,16.94,5.39,33876.84,660
15900,48750,16886,0,18.51,47.89,17.05,5.39,33879.51,658
15960,48751,16889,0,18.52,47.94,16.92,5.39,33881.74,657
16020,48746,16893,0,18.54,47.98,17.06,5.39,33886.46,656
16080,48745,16897,0,18.55,48.04,16.92,5.39,33894.87,655
16140,48744,16899,0,18.56,48.08,17.05,5.39,33899.81,653
16200,48746,16898,0,18.58,48.12,16.93,5.39,33897.7,652
16260,48747,16895,0,18.59,48.17,16.83,5.39,33894.03,651
16320,48752,16891,0,19.48,50.99,16.95,5.39,33898.99,650
16380,48751,16890,0,18.82,48.74,16.81,5.39,33894.36,648
16440,48748,16886,0,18.84,48.78,16.67,5.39,33900.48,649
16500,48752,16881,0,18.85,48.81,16.53,5.39,33904.24,648
16560,48754,16884,0,18.86,48.84,16.64,5.39,33898.35,647
16620,48750,16885,0,18.88,48.89,16.51,5.39,33907.13,646
16680,48749,16881,0,18.89,48.93,16.63,5.39,33910.53,645
16740,48750,16880,0,18.91,48.97,16.5,5.39,33915.65,644
16800,48749,16877,0,18.92,49.03,16.6,5.39,33909.73,643
16860,48746,16880,0,18.94,49.09,16.74,5.39,33907.65,642
16920,48743,16883,0,18.96,49.14,16.87,5.39,33903.32,641
16980,48747,16882,0,19.61,51.91,16.99,5.39,33910.64,640
17040,48750,16877,0,19.62,51.95,16.89,5.39,33905.36,639
17100,48745,16873,0,19.63,52.01,17.03,5.39,33907.4,638
17160,48750,16876,0,19.64,52.06,16.9,5.39,33903.63,637
17220,48745,16877,0,20.28,53.82,16.79,5.39,33910.52,636
17280,48740,16882,0,20.3,53.85,16.92,5.39,33918.6,635
17340,48742,16879,0,20.31,53.88,16.8,5.39,33914.77,634
17400,48737,16878,0,20.32,53.92,16.68,5.39,33923.95,633
17460,48735,16879,0,20.33,53.96,16.54,5.39,33926.04,632
17520,48732,16881,0,20.34,54.01,16.43,5.39,33932.77,631
17580,48731,16884,0,20.35,54.07,16.31,5.39,33930.85,630
17640,48728,16881,0,20.37,54.1,16.41,5.39,33934.84,629
17700,48729,16883,0,20.38,54.14,16.27,5.39,33928.45,628
17760,48730,16878,0,19.75,51.54,16.15,5.39,33925.86,627
17820,48725,16881,0,19.76,51.58,16.03,5.39,33922.8,626
17880,48720,16880,0,20.65,54.03,16.15,5.39,33932.7,625
17940,48718,16878,0,20.66,54.06,16.3,5.39,33933.85,624
18000,48716,16879,0,21.43,55.74,16.18,5.39,33938.17,623
18060,48721,16878,0,20.55,53.58,16.3,5.39,33934.79,622
18120,48719,16874,0,20.57,53.63,16.44,5.39,33942.11,621
18180,48716,16877,0,20.59,53.69,16.57,5.39,33943.9,620
18240,48713,16882,0,20.6,53.75,16.44,5.39,33953.34,619
18300,48716,16885,0,20.62,53.79,16.29,5.39,33947.76,618
18360,48717,16882,0,20.63,53.85,16.19,5.39,33953.16,617
18420,48712,16879,0,20.65,53.91,16.06,5.39,33947.61,616
18480,48711,16884,0,20.66,53.97,15.94,5.39,33951.47,615
18540,48710,16885,0,20.67,54.01,16.06,5.39,33955.88,614
18600,48705,16882,0,20.69,54.06,16.17,5.39,33947.9,613
18660,48707,16885,0,20.71,54.11,16.07,5.39,33939.82,612
18720,48705,16889,0,20.72,54.16,15.94,5.39,33946.09,611
18780,48707,16885,0,20.74,54.2,16.07,5.39,33942.33,610
18840,48710,16880,0,20.76,54.24,15.96,5.39,33947.68,609
18900,48707,16881,0,20.77,54.29,16.08,5.39,33956.02,608
18960,48703,16886,0,20.79,54.34,15.94,5.39,33948.2,607
19020,48706,16883,0,20.81,54.4,16.05,5.39,33939.3,606
19080,48708,16881,0,20.82,54.45,16.16,5.39,33947.14,605
19140,48704,16882,0,21.44,56.89,16.26,5.39,33943.63,604
19200,48707,16884,0,22.2,59.45,16.11,5.39,33937.55,607
19260,48706,16889,0,22.58,62.57,16.26,5.39,33947.5,606
19320,48702,16890,0,22.41,62.77,16.4,5.39,33950.76,606
19380,48705,16885,0,22.29,62.95,16.25,5.39,33941.49,607
19440,48707,16890,0,22.14,63.15,16.12,5.39,33943.47,608
19500,48706,16887,0,21.96,63.35,16.26,5.39,33937.62,608
19560,48711,16890,0,21.79,63.58,16.12,5.39,33928.84,608
19620,48710,16887,0,21.67,63.81,15.99,5.39,33927.4,609
19680,48708,16892,0,21.52,64.0,16.09,5.39,33929.76,609
19740,48709,16893,0,21.42,64.25,16.22,5.39,33937.24,610
19800,48714,16895,0,21.25,64.47,16.33,5.39,33935.98,609
19860,48712,16896,0,21.16,64.65,16.46,5.39,33927.69,609
19920,48711,16894,0,20.61,62.39,16.58,5.39,33923.5,610
19980,48706,16893,0,20.63,62.44,16.71,5.39,33921.85,608
20040,48702,16895,0,19.86,60.29,16.82,5.39,33925.03,607
20100,48704,16896,0,19.05,57.36,16.96,5.39,33932.26,606
20160,48703,16892,0,19.06,57.4,17.08,5.39,33923.43,605
20220,48702,16893,0,19.08,57.44,16.96,5.39,33926.62,604
20280,48698,16894,0,19.09,57.47,17.11,5.39,33917.36,603
20340,48701,16895,0,19.11,57.53,17.0,5.39,33925.17,602
20400,48697,16900,0,19.12,57.58,17.11,5.39,33923.09,601
20460,48700,16897,0,18.26,55.93,16.98,5.39,33924.93,600
20520,48697,16895,0,18.27,55.99,17.12,5.39,33915.7,599
20580,48701,16897,0,18.29,56.03,17.01,5.39,33919.04,598
20640,48702,16894,0,18.31,56.07,16.86,5.39,33916.32,597
20700,48706,16899,0,18.33,56.1,16.99,5.39,33918.47,596
20760,48709,16896,0,18.34,56.14,17.1,5.39,33913.29,595
20820,48713,16893,0,18.35,56.19,16.95,5.39,33909.19,594
20880,48714,16888,0,18.36,56.24,16.82,5.39,33916.96,593
20940,48718,16893,0,18.38,56.29,16.96,5.39,33911.48,592
21000,48720,16894,0,18.4,56.32,16.81,5.39,33915.4,590
21060,48718,16898,0,18.42,56.37,16.68,5.39,33922.88,589
21120,48713,16897,0,18.44,56.41,16.79,5.39,33919.47,588
21180,48717,16901,0,18.45,56.45,16.92,5.39,33917.0,587
21240,48721,16906,0,18.46,56.49,16.77,5.39,33926.6,586
21300,48723,16911,0,18.47,56.52,16.88,5.39,33929.53,585
21360,48726,16912,1,17.97,54.14,17.01,5.39,33919.79,584
21420,48725,16908,1,18.18,54.0,16.89,5.39,33916.96,583
21480,48728,16910,0,18.19,54.05,16.76,5.39,33919.77,582
21540,48723,16907,0,18.21,54.09,16.91,5.39,33910.39,581
21600,48721,16906,0,18.22,54.13,17.03,5.39,33900.6,580
21660,48722,16907,0,18.24,54.16,16.88,5.39,33899.07,578
21720,48726,16905,0,18.25,54.21,17.01,5.39,33890.82,577
21780,48722,16902,0,18.26,54.26,16.88,5.39,33884.23,576
21840,48717,16901,0,18.27,54.31,16.76,5.39,33886.51,574
21900,48712,16903,0,18.28,54.36,16.87,5.39,33890.83,572
21960,48709,16907,0,18.3,54.42,16.97,5.39,33896.55,571
22020,48711,16904,0,18.32,54.48,16.87,5.39,33886.93,570
22080,48716,16900,0,18.34,54.52,16.75,5.39,33879.73,568
22140,48713,16896,0,18.35,54.58,16.85,5.39,33874.4,566
22200,48712,16894,0,18.37,54.63,16.98,5.39,33864.7,565
22260,48709,16891,0,18.39,54.68,17.11,5.39,33861.48,564
22320,48706,16894,0,18.41,54.72,17.01,5.39,33862.52,562
22380,48707,16891,0,18.42,54.77,16.9,5.39,33863.76,560
22440,48703,16888,0,18.44,54.8,17.0,5.39,33854.67,559
22500,48702,16883,0,18.46,54.85,16.89,5.39,33856.57,558
22560,48707,16886,0,19.21,56.95,16.78,5.39,33849.74,556
22620,48712,16890,0,19.23,57.0,16.66,5.39,33846.15,554
22680,48710,16885,0,19.24,57.03,16.52,5.39,33839.92,553
22740,48707,16881,0,19.25,57.09,16.41,5.39,33848.66,552
22800,48710,16879,0,19.27,57.14,16.26,5.39,33856.77,550
22860,48713,16881,0,19.28,57.18,16.12,5.39,33854.4,548
22920,48712,16877,0,19.3,57.22,16.02,5.39,33856.23,547
22980,48714,16879,0,19.31,57.26,15.88,5.39,33849.08,546
23040,48712,16882,0,19.33,57.3,16.02,5.39,33845.27,544
23100,48709,16886,0,19.34,57.35,16.14,5.39,33844.07,542
23160,48712,16887,0,19.35,57.39,16.28,5.39,33846.96,541
23220,48716,16888,0,19.36,57.44,16.42,5.39,33844.06,540
23280,48718,16883,0,19.38,57.48,16.57,5.39,33841.79,538
23340,48719,16885,0,19.4,57.52,16.67,5.39,33839.35,536
23400,48717,16883,0,19.41,57.57,16.54,5.39,33845.09,535
23460,48721,16882,0,19.43,57.62,16.4,5.39,33854.0,534
23520,48716,16880,0,19.45,57.67,16.29,5.39,33844.2,532
23580,48717,16883,0,19.46,57.72,16.44,5.39,33838.75,532
23640,48719,16878,0,19.48,57.76,16.32,5.39,33845.0,530
23700,48715,16873,0,19.5,57.81,16.18,5.39,33837.62,528
23760,48720,16878,0,19.51,57.86,16.06,5.39,33844.78,526
23820,48717,16876,0,19.53,57.9,15.93,5.39,33847.28,524
23880,48712,16879,0,19.54,57.96,16.06,5.39,33845.67,523
23940,48713,16876,0,19.56,58.01,15.94,5.39,33852.81,522
24000,48715,16879,0,19.58,58.06,16.08,5.39,33854.74,520
24060,48714,16878,0,19.6,58.11,16.23,5.39,33861.73,518
24120,48719,16874,0,19.61,58.15,16.34,5.39,33862.78,517
24180,48721,16877,0,19.63,58.18,16.21,5.39,33853.08,516
24240,48726,16878,0,19.65,58.24,16.07,5.39,33858.4,514
24300,48725,16874,0,19.67,58.3,15.92,5.39,33860.19,514
24360,48729,16875,0,19.69,58.34,16.04,5.39,33852.04,512
24420,48725,16878,0,20.61,60.08,15.91,5.39,33859.72,510
24480,48727,16881,0,20.62,60.13,16.05,5.39,33862.53,508
24540,48731,16883,0,20.64,60.18,16.19,5.39,33864.23,506
24600,48726,16881,0,20.66,60.23,16.3,5.39,33857.68,505
24660,48724,16879,0,20.68,60.28,16.16,5.39,33849.02,503
24720,48720,16877,0,21.46,62.03,16.3,5.39,33847.31,503
